"palavra","tipo"
"antropológico","AJ"
"antropológicos","AJ"
"antropomorfismo","SU"
"antropomórfica","AJ"
"antropomórficas","AJ"
"antropomórfico","AJ"
"antropomórficos","AJ"
"antropófaga","AJ"
"antropófagas","AJ"
"antropófago","AJ"
"antropófagos","AJ"
"antropóide","SU"
"antropóloga","AJSU"
"antropólogas","AJSU"
"antropólogo","AJSU"
"antropólogos","AJSU"
"antídoto","SU"
"antífona","SU"
"antígeno","SU"
"antílope","SU"
"antítese","SU"
"antônima","AJ"
"antônimas","AJ"
"antônimo","AJ"
"antônimos","AJ"
"anuais","AJ"
"anual","AJ"
"anualmente","AV"
"anuidade","SU"
"anulada","AJ"
"anuladas","AJ"
"anulado","AJ"
"anulados","AJ"
"anular","AJ"
"anulares","AJ"
"anulação","SU"
"anulações","SU"
"anunciada","AJ"
"anunciadas","AJ"
"anunciado","AJ"
"anunciados","AJ"
"anunciante","SU"
"anunciação","SU"
"anunciações","SU"
"anuviada","AJ"
"anuviadas","AJ"
"anuviado","AJ"
"anuviados","AJ"
"anuário","SU"
"anuência","SU"
"anzol","SU"
"anzóis","SU"
"anáfora","SU"
"anágua","SU"
"análise","SU"
"análoga","AJ"
"análogas","AJ"
"análogo","AJ"
"análogos","AJ"
"anárquica","AJ"
"anárquicas","AJ"
"anárquico","AJ"
"anárquicos","AJ"
"anátema","SU"
"anã","AJ"
"anão","AJ"
"anãs","AJ"
"anéis","SU"
"anêmica","AJ"
"anêmicas","AJ"
"anêmico","AJ"
"anêmicos","AJ"
"anímica","AJ"
"anímicas","AJ"
"anímico","AJ"
"anímicos","AJ"
"anômala","AJ"
"anômalas","AJ"
"anômalo","AJ"
"anômalos","AJ"
"anônima","AJ"
"anônimas","AJ"
"anônimo","AJ"
"anônimos","AJ"
"anões","AJ"
"anúncio","SU"
"ao","AVSU"
"aonde","SU"
"aorta","SU"
"apache","SU"
"apadrinhamento","SU"
"apagada","AJ"
"apagadas","AJ"
"apagado","AJ"
"apagados","AJ"
"apagamento","SU"
"apaixonada","AJ"
"apaixonadas","AJ"
"apaixonado","AJ"
"apaixonados","AJ"
"apalpadela","SU"
"apanhada","AJ"
"apanhadas","AJ"
"apanhado","AJ"
"apanhados","AJ"
"apanágio","SU"
"aparada","AJ"
"aparadas","AJ"
"aparado","AJ"
"aparador","SU"
"aparadora","SU"
"aparadoras","SU"
"aparadores","SU"
"aparados","AJ"
"aparafusamento","SU"
"aparato","SU"
"aparecer","SU"
"aparecida","AJ"
"aparecidas","AJ"
"aparecido","AJ"
"aparecidos","AJ"
"aparecimento","SU"
"aparelhada","AJ"
"aparelhadas","AJ"
"aparelhado","AJ"
"aparelhados","AJ"
"aparelhagem","SU"
"aparelhagens","SU"
"aparelhamento","SU"
"aparelho","SU"
"aparentada","AJ"
"aparentadas","AJ"
"aparentado","AJ"
"aparentados","AJ"
"aparentemente","AV"
"aparição","SU"
"aparições","SU"
"apartada","AJ"
"apartadas","AJ"
"apartado","AJ"
"apartados","AJ"
"apartamento","SU"
"aparência","SU"
"apascentamento","SU"
"apatia","SU"
"apavorada","AJ"
"apavoradas","AJ"
"apavorado","AJ"
"apavorados","AJ"
"apavoramento","SU"
"apavorante","SU"
"apaziguamento","SU"
"apeado","SU"
"apedrejamento","SU"
"apegada","AJ"
"apegadas","AJ"
"apegado","AJ"
"apegados","AJ"
"apegamento","SU"
"apego","SU"
"apelativa","AJ"
"apelativas","AJ"
"apelativo","AJ"
"apelativos","AJ"
"apelatória","AJ"
"apelatórias","AJ"
"apelatório","AJ"
"apelatórios","AJ"
"apelação","SU"
"apelações","SU"
"apelidada","AJ"
"apelidadas","AJ"
"apelidado","AJ"
"apelidados","AJ"
"apelido","SU"
"apelo","SU"
"apenas","AV"
"apendicite","SU"
"apequenada","AJ"
"apequenadas","AJ"
"apequenado","AJ"
"apequenados","AJ"
"apercebida","AJ"
"apercebidas","AJ"
"apercebido","AJ"
"apercebidos","AJ"
"apercebimento","SU"
"aperfeiçoada","AJ"
"aperfeiçoadas","AJ"
"aperfeiçoado","AJ"
"aperfeiçoados","AJ"
"aperfeiçoamento","SU"
"aperitivo","SU"
"aperiódica","SU"
"aperiódicas","SU"
"aperiódico","SU"
"aperiódicos","SU"
"apertada","AJ"
"apertadas","AJ"
"apertado","AJ"
"apertados","AJ"
"apertadíssima","AJ"
"apertadíssimas","AJ"
"apertadíssimo","AJ"
"apertadíssimos","AJ"
"aperto","SU"
"aperto de mão","SU"
"apertos","SU"
"apertão","SU"
"apertões","SU"
"apesar","SU"
"apesar de que","AV"
"apessoada","AJ"
"apessoadas","AJ"
"apessoado","AJ"
"apessoados","AJ"
"apetecida","AJ"
"apetecidas","AJ"
"apetecido","AJ"
"apetecidos","AJ"
"apetite","SU"
"apetitivo","SU"
"apetitosa","AJ"
"apetitosas","AJ"
"apetitoso","AJ"
"apetitosos","AJ"
"apetrecho","SU"
"apetência","SU"
"apicultura","SU"
"apinhada","AJ"
"apinhadas","AJ"
"apinhado","AJ"
"apinhados","AJ"
"apito","SU"
"apiário","SU"
"aplacada","AJ"
"aplacadas","AJ"
"aplacado","AJ"
"aplacados","AJ"
"aplainamento","SU"
"aplauso","SU"
"aplicada","AJ"
"aplicadas","AJ"
"aplicado","AJ"
"aplicados","AJ"
"aplicativo","SU"
"aplicação","SU"
"aplicações","SU"
"aplicáveis","AJ"
"aplicável","AJ"
"apocalipse","SU"
"apocalíptica","AJ"
"apocalípticas","AJ"
"apocalíptico","AJ"
"apocalípticos","AJ"
"apocopada","AJ"
"apocopadas","AJ"
"apocopado","AJ"
"apocopados","AJ"
"apodrecida","AJ"
"apodrecidas","AJ"
"apodrecido","AJ"
"apodrecidos","AJ"
"apodrecimento","SU"
"apogeu","SU"
"apoiada","AJ"
"apoiadas","AJ"
"apoiado","AJ"
"apoiados","AJ"
"apoio","SU"
"apolo","SU"
"apologia","SU"
"apologista","SU"
"apologética","AJ"
"apologéticas","AJ"
"apologético","AJ"
"apologéticos","AJ"
"apontada","AJ"
"apontadas","AJ"
"apontado","AJ"
"apontados","AJ"
"apontamento","SU"
"apoplexia","SU"
"apoquentada","AJ"
"apoquentadas","AJ"
"apoquentado","AJ"
"apoquentados","AJ"
"aportuguesada","AJ"
"aportuguesadas","AJ"
"aportuguesado","AJ"
"aportuguesados","AJ"
"aportuguesamento","SU"
"aposentada","AJ"
"aposentadas","AJ"
"aposentado","AJ"
"aposentadoria","SU"
"aposentados","AJ"
"aposento","SU"
"apostada","AJ"
"apostadas","AJ"
"apostado","AJ"
"apostados","AJ"
"apostasia","SU"
"aposto","SU"
"apostolado","SU"
"apostolar","SU"
"apostólica","AJ"
"apostólicas","AJ"
"apostólico","AJ"
"apostólicos","AJ"
"apoteose","SU"
"apoteótica","AJ"
"apoteóticas","AJ"
"apoteótico","AJ"
"apoteóticos","AJ"
"apoucada","AJ"
"apoucadas","AJ"
"apoucado","AJ"
"apoucados","AJ"
"apoucamento","SU"
"aprazer","SU"
"aprazíveis","AJ"
"aprazível","AJ"
"apreciada","AJ"
"apreciadas","AJ"
"apreciado","AJ"
"apreciados","AJ"
"apreciação","SU"
"apreciações","SU"
"apreciáveis","AJ"
"apreciável","AJ"
"apreendida","AJ"
"apreendidas","AJ"
"apreendido","AJ"
"apreendidos","AJ"
"apreensiva","AJ"
"apreensivas","AJ"
"apreensivo","AJ"
"apreensivos","AJ"
"apreensão","SU"
"apreensões","SU"
"apregoada","AJ"
"apregoadas","AJ"
"apregoado","AJ"
"apregoados","AJ"
"aprendida","AJ"
"aprendidas","AJ"
"aprendido","AJ"
"aprendidos","AJ"
"aprendiz","SU"
"aprendizado","SU"
"aprendizagem","SU"
"aprendizagens","SU"
"aprendizes","SU"
"apresada","AJ"
"apresadas","AJ"
"apresado","AJ"
"apresados","AJ"
"apresamento","SU"
"apresentada","AJ"
"apresentadas","AJ"
"apresentado","AJSU"
"apresentador","SU"
"apresentadora","SU"
"apresentadoras","SU"
"apresentadores","SU"
"apresentados","AJ"
"apresentação","SU"
"apresentações","SU"
"apresentáveis","AJ"
"apresentável","AJ"
"apressada","AJ"
"apressadas","AJ"
"apressado","AJ"
"apressados","AJ"
"apreço","SU"
"aprimoramento","SU"
"aprisco","SU"
"aprisionada","AJ"
"aprisionadas","AJ"
"aprisionado","AJ"
"aprisionador","SU"
"aprisionadora","SU"
"aprisionadoras","SU"
"aprisionadores","SU"
"aprisionados","AJ"
"aprisionamento","SU"
"aprobatória","AJ"
"aprobatórias","AJ"
"aprobatório","AJ"
"aprobatórios","AJ"
"aprofundada","AJ"
"aprofundadas","AJ"
"aprofundado","AJ"
"aprofundados","AJ"
"aprofundamento","SU"
"apropriada","AJ"
"apropriadamente","AV"
"apropriadas","AJ"
"apropriado","AJ"
"apropriados","AJ"
"apropriação","SU"
"apropriações","SU"
"aprovada","AJ"
"aprovadas","AJ"
"aprovado","AJ"
"aprovados","AJ"
"aprovação","SU"
"aprovações","SU"
"aproveitada","AJ"
"aproveitadas","AJ"
"aproveitado","AJ"
"aproveitados","AJ"
"aproveitamento","SU"
"aprovisionamento","SU"
"aprováveis","AJ"
"aprovável","AJ"
"aproximada","AJ"
"aproximadamente","AV"
"aproximadas","AJ"
"aproximado","AJ"
"aproximados","AJ"
"aproximação","SU"
"aproximações","SU"
"aprumada","AJ"
"aprumadas","AJ"
"aprumado","AJ"
"aprumados","AJ"
"aprumo","SU"
"apta","AJ"
"aptas","AJ"
"aptidão","SU"
"aptidões","SU"
"apto","AJ"
"aptos","AJ"
"apurada","AJ"
"apuradas","AJ"
"apurado","AJ"
"apurados","AJ"
"apuração","SU"
"apurações","SU"
"apuro","SU"
"apática","AJ"
"apáticas","AJ"
"apático","AJ"
"apáticos","AJ"
"apátrida","SU"
"apêndice","SU"
"apócrifa","AJ"
"apócrifas","AJ"
"apócrifo","AJ"
"apócrifos","AJ"
"apófise","SU"
"apólice","SU"
"após","AVSU"
"apóstata","SU"
"apóstolo","SU"
"apóstrofe","SU"
"aquarela","SU"
"aquarelista","SU"
"aquartelada","AJ"
"aquarteladas","AJ"
"aquartelado","AJ"
"aquartelados","AJ"
"aquartelamento","SU"
"aquaviária","SU"
"aquaviárias","SU"
"aquaviário","SU"
"aquaviários","SU"
"aquecedor","SU"
"aquecedora","SU"
"aquecedoras","SU"
"aquecedores","SU"
"aquecida","AJ"
"aquecidas","AJ"
"aquecido","AJ"
"aquecidos","AJ"
"aquecimento","SU"
"aqueduto","SU"
"aquela","SU"
"aquelas","SU"
"aquele","SU"
"aqueles","SU"
"aquemênida","AJ"
"aqui","AVSU"
"aquiescência","SU"
"aquilina","AJ"
"aquilinas","AJ"
"aquilino","AJ"
"aquilinos","AJ"
"aquilo","SU"
"aquisitiva","AJ"
"aquisitivas","AJ"
"aquisitivo","AJ"
"aquisitivos","AJ"
"aquisição","SU"
"aquisições","SU"
"aquosa","AJ"
"aquosas","AJ"
"aquoso","AJ"
"aquosos","AJ"
"aquário","SU"
"aquática","AJ"
"aquáticas","AJ"
"aquático","AJ"
"aquáticos","AJ"
"aquém","AV"
"ar","SU"
"arabesco","SU"
"aracnídeo","SU"
"arada","AJ"
"aradas","AJ"
"arado","AJSU"
"arados","AJ"
"aragem","SU"
"aragens","SU"
"aragonesa","AJ"
"aragonesas","AJ"
"aragoneses","AJ"
"aragonês","AJ"
"aramaica","AJ"
"aramaicas","AJ"
"aramaico","AJ"
"aramaicos","AJ"
"arame","SU"
"arandela","SU"
"aranha","SU"
"araponga","SU"
"arapuca","SU"
"arara","SU"
"araruta","SU"
"araucária","SU"
"arauto","SU"
"arbitragem","SU"
"arbitragens","SU"
"arbitrariamente","AV"
"arbitrariedade","SU"
"arbitrária","AJ"
"arbitrárias","AJ"
"arbitrário","AJ"
"arbitrários","AJ"
"arborescente","SU"
"arborescência","SU"
"arborizada","AJ"
"arborizadas","AJ"
"arborizado","AJ"
"arborizados","AJ"
"arbustiva","AJSU"
"arbustivas","AJ"
"arbustivo","AJ"
"arbustivos","AJ"
"arbusto","SU"
"arbítrio","SU"
"arbórea","AJ"
"arbóreas","AJ"
"arbóreo","AJ"
"arbóreos","AJ"
"arcabouço","SU"
"arcabuz","SU"
"arcabuzes","SU"
"arcada","AJ"
"arcadas","AJ"
"arcado","AJ"
"arcados","AJ"
"arcaica","AJ"
"arcaicas","AJ"
"arcaico","AJ"
"arcaicos","AJ"
"arcanjo","SU"
"arcaísmo","SU"
"arcebispado","SU"
"arcebispo","SU"
"archote","SU"
"arco","SU"
"arco-e-flecha","SU"
"ardente","SU"
"ardentíssima","AJ"
"ardentíssimas","AJ"
"ardentíssimo","AJ"
"ardentíssimos","AJ"
"ardida","AJ"
"ardidas","AJ"
"ardido","AJ"
"ardidos","AJ"
"ardil","SU"
"ardileza","SU"
"ardilosa","AJ"
"ardilosamente","AV"
"ardilosas","AJ"
"ardiloso","AJ"
"ardilosos","AJ"
"ardor","SU"
"ardores","SU"
"ardorosa","AJ"
"ardorosas","AJ"
"ardoroso","AJ"
"ardorosos","AJ"
"arduamente","AV"
"ardência","SU"
"ardósia","SU"
"areada","AJ"
"areadas","AJ"
"areado","AJ"
"areados","AJ"
"areais","SU"
"areal","SU"
"areenta","AJ"
"areentas","AJ"
"areento","AJ"
"areentos","AJ"
"areia","SU"
"arejamento","SU"
"arena","SU"
"arenga","SU"
"arenito","SU"
"arenosa","AJ"
"arenosas","AJ"
"arenoso","AJ"
"arenosos","AJ"
"arenque","SU"
"areolada","AJ"
"areoladas","AJ"
"areolado","AJ"
"areolados","AJ"
"ares","SU"
"aresta","SU"
"arfante","SU"
"argamassa","SU"
"argelina","AJ"
"argelinas","AJ"
"argelino","AJ"
"argelinos","AJ"
"argentina","AJ"
"argentinas","AJ"
"argentino","AJ"
"argentinos","AJ"
"argentífera","AJ"
"argentíferas","AJ"
"argentífero","AJ"
"argentíferos","AJ"
"argila","SU"
"argilosa","AJ"
"argilosas","AJ"
"argiloso","AJ"
"argilosos","AJ"
"argola","SU"
"argolinha","SU"
"argonauta","SU"
"argumentação","SU"
"argumentações","SU"
"argumento","SU"
"arguto","SU"
"argêntea","AJ"
"argênteas","AJ"
"argênteo","AJ"
"argênteos","AJ"
"argúcia","SU"
"argüição","SU"
"argüições","SU"
"ariana","AJ"
"arianas","AJ"
"arianismo","SU"
"ariano","AJ"
"arianos","AJ"
"aridez","SU"
"ariranha","SU"
"arisca","AJ"
"ariscas","AJ"
"arisco","AJSU"
"ariscos","AJ"
"aristocracia","SU"
"aristocrata","SU"
"aristocratização","SU"
"aristocratizações","SU"
"aristocrática","AJ"
"aristocráticas","AJ"
"aristocrático","AJ"
"aristocráticos","AJ"
"aristotelismo","SU"
"aristotélica","AJ"
"aristotélicas","AJ"
"aristotélico","AJ"
"aristotélicos","AJ"
"aritmética","AJ"
"aritméticas","AJ"
"aritmético","AJ"
"aritméticos","AJ"
"arlequim","SU"
"arlequins","SU"
"armada","SU"
"armadas","SU"
"armadilha","SU"
"armado","SU"
"armador","SU"
"armadores","SU"
"armados","SU"
"armadura","SU"
"armamentismo","SU"
"armamentista","AJ"
"armamento","SU"
"armarinho","SU"
"armazenada","AJ"
"armazenadas","AJ"
"armazenado","AJ"
"armazenados","AJ"
"armazenagem","SU"
"armazenagens","SU"
"armazenamento","SU"
"armazém","SU"
"armazéns","SU"
"armação","SU"
"armações","SU"
"arminho","SU"
"armistício","SU"
"armário","SU"
"armênio","SU"
"aro","SU"
"aroeira","SU"
"aroma","SU"
"aromatizada","AJ"
"aromatizadas","AJ"
"aromatizado","AJ"
"aromatizados","AJ"
"aromática","AJ"
"aromáticas","AJ"
"aromático","AJ"
"aromáticos","AJ"
"arpoada","AJ"
"arpoadas","AJ"
"arpoado","AJ"
"arpoados","AJ"
"arpão","SU"
"arpões","SU"
"arqueada","AJ"
"arqueadas","AJ"
"arqueado","AJ"
"arqueados","AJ"
"arqueadura","SU"
"arqueamento","SU"
"arqueira","AJSU"
"arqueiras","AJSU"
"arqueiro","AJSU"
"arqueiros","AJSU"
"arquejamento","SU"
"arqueologia","SU"
"arqueológica","AJ"
"arqueológicas","AJ"
"arqueológico","AJ"
"arqueológicos","AJ"
"arqueóloga","AJSU"
"arqueólogas","AJSU"
"arqueólogo","AJSU"
"arqueólogos","AJSU"
"arquibancada","SU"
"arquidiocesana","AJ"
"arquidiocesanas","AJ"
"arquidiocesano","AJ"
"arquidiocesanos","AJ"
"arquiducado","SU"
"arquiduque","SU"
"arquiduquesa","SU"
"arquiduquesas","SU"
"arquimandrita","SU"
"arquimilionária","AJ"
"arquimilionárias","AJ"
"arquimilionário","AJ"
"arquimilionários","AJ"
"arquipélago","SU"
"arquiteta","AJSU"
"arquitetada","AJ"
"arquitetadas","AJ"
"arquitetado","AJ"
"arquitetados","AJ"
"arquitetas","AJSU"
"arquiteto","AJSU"
"arquitetos","AJSU"
"arquitetura","SU"
"arquitetônica","AJ"
"arquitetônicas","AJ"
"arquitetônico","AJ"
"arquitetônicos","AJ"
"arquivada","AJ"
"arquivadas","AJ"
"arquivado","AJ"
"arquivados","AJ"
"arquivamento","SU"
"arquivista","SU"
"arquivo","SU"
"arquétipo","SU"
"arraia","SU"
"arraiais","AJ"
"arraial","AJ"
"arraigada","AJ"
"arraigadas","AJ"
"arraigado","AJ"
"arraigados","AJ"
"arrancada","AJ"
"arrancadas","AJ"
"arrancado","AJ"
"arrancados","AJ"
"arranhada","AJ"
"arranhadas","AJ"
"arranhado","AJ"
"arranhados","AJ"
"arranhadura","SU"
"arranhão","SU"
"arranhões","SU"
"arranjada","AJ"
"arranjadas","AJ"
"arranjado","AJ"
"arranjados","AJ"
"arrastada","AJ"
"arrastadas","AJ"
"arrastado","AJ"
"arrastador","SU"
"arrastadora","SU"
"arrastadoras","SU"
"arrastadores","SU"
"arrastados","AJ"
"arrastão","SU"
"arrazoamento","SU"
"arreada","AJ"
"arreadas","AJ"
"arreado","AJ"
"arreados","AJ"
"arrebanhada","AJ"
"arrebanhadas","AJ"
"arrebanhado","AJ"
"arrebanhados","AJ"
"arrebatada","AJ"
"arrebatadamente","AV"
"arrebatadas","AJ"
"arrebatado","AJ"
"arrebatador","SU"
"arrebatadora","SU"
"arrebatadoras","SU"
"arrebatadores","SU"
"arrebatados","AJ"
"arrebatamento","SU"
"arrebentamento","SU"
"arrebentação","SU"
"arrebentações","SU"
"arrebitamento","SU"
"arrecadada","AJ"
"arrecadadas","AJ"
"arrecadado","AJ"
"arrecadador","SU"
"arrecadadora","SU"
"arrecadadoras","SU"
"arrecadadores","SU"
"arrecadados","AJ"
"arrecadamento","SU"
"arredia","AJ"
"arredias","AJ"
"arredio","AJ"
"arredios","AJ"
"arredondada","AJ"
"arredondadas","AJ"
"arredondado","AJ"
"arredondados","AJ"
"arredondamento","SU"
"arredor","SU"
"arredores","SU"
"arrefecimento","SU"
"arregalada","AJ"
"arregaladas","AJ"
"arregalado","AJ"
"arregalados","AJ"
"arregimentada","AJ"
"arregimentadas","AJ"
"arregimentado","AJ"
"arregimentados","AJ"
"arregimentação","SU"
"arregimentações","SU"
"arreio","SU"
"arremessada","AJ"
"arremessadas","AJ"
"arremessado","AJ"
"arremessador","SU"
"arremessadora","SU"
"arremessadoras","SU"
"arremessadores","SU"
"arremessados","AJ"
"arremesso","SU"
"arremetida","SU"
"arrendada","AJ"
"arrendadas","AJ"
"arrendado","AJ"
"arrendados","AJ"
"arrendamento","SU"
"arrendatária","AJ"
"arrendatárias","AJ"
"arrendatário","AJ"
"arrendatários","AJ"
"arrependida","AJ"
"arrependidas","AJ"
"arrependido","AJ"
"arrependidos","AJ"
"arrependimento","SU"
"arrepiador","SU"
"arrepiadora","SU"
"arrepiadoras","SU"
"arrepiadores","SU"
"arrepio","SU"
"arrimo","SU"
"arriscada","AJ"
"arriscadas","AJ"
"arriscado","AJ"
"arriscados","AJ"
"arriscadíssima","AJ"
"arriscadíssimas","AJ"
"arriscadíssimo","AJ"
"arriscadíssimos","AJ"
"arritmia","SU"
"arrizotônica","SU"
"arrizotônicas","SU"
"arrizotônico","SU"
"arrizotônicos","SU"
"arrocho","SU"
"arrogante","AJ"
"arrogância","SU"
"arroio","SU"
"arrojada","AJ"
"arrojadamente","AV"
"arrojadas","AJ"
"arrojado","AJ"
"arrojados","AJ"
"arrolada","AJ"
"arroladas","AJ"
"arrolado","AJ"
"arrolados","AJ"
"arrolamento","SU"
"arrombada","AJ"
"arrombadas","AJ"
"arrombado","AJ"
"arrombados","AJ"
"arrombamento","SU"
"arroteada","AJ"
"arroteadas","AJ"
"arroteado","AJ"
"arroteados","AJ"
"arroteamento","SU"
"arroto","SU"
"arroubamento","SU"
"arroubo","SU"
"arroxeada","AJ"
"arroxeadas","AJ"
"arroxeado","AJ"
"arroxeados","AJ"
"arroz","SU"
"arruaceira","AJ"
"arruaceiras","AJ"
"arruaceiro","AJ"
"arruaceiros","AJ"
"arruamento","SU"
"arruaça","SU"
"arruda","SU"
"arruela","SU"
"arruivada","AJ"
"arruivadas","AJ"
"arruivado","AJ"
"arruivados","AJ"
"arrumada","AJ"
"arrumadas","AJ"
"arrumadeira","SU"
"arrumadela","SU"
"arrumado","AJ"
"arrumados","AJ"
"arrumação","SU"
"arrumações","SU"
"arsenais","AJ"
"arsenal","AJ"
"arsênico","SU"
"arsênio","SU"
"arte","SU"
"artefato","SU"
"arteira","AJ"
"arteiras","AJ"
"arteiro","AJ"
"arteiros","AJ"
"artelho","SU"
"arteriais","AJ"
"arterial","AJ"
"arteriosclerose","SU"
"artesanais","AJ"
"artesanal","AJ"
"artesanato","SU"
"artesiana","AJ"
"artesianas","AJ"
"artesiano","AJ"
"artesianos","AJ"
"artesã","SU"
"artesão","SU"
"artesãos","SU"
"artesãs","SU"
"articulada","AJ"
"articuladas","AJ"
"articulado","AJ"
"articulados","AJ"
"articulação","SU"
"articulações","SU"
"articulista","SU"
"artificiais","AJ"
"artificial","AJ"
"artificialismo","SU"
"artifício","SU"
"artigo","SU"
"artilharia","SU"
"artilheiro","SU"
"artimanha","SU"
"artista","SU"
"artrite","SU"
"artrose","SU"
"artéria","SU"
"artífice","SU"
"artística","AJ"
"artísticas","AJ"
"artístico","AJ"
"artísticos","AJ"
"arvoredo","SU"
"arábico","SU"
"aráveis","AJ"
"arável","AJ"
"aréola","SU"
"aríete","SU"
"asa","SU"
"ascendente","SU"
"ascendência","SU"
"ascensionais","AJ"
"ascensional","AJ"
"ascensorista","SU"
"ascensão","SU"
"ascensões","SU"
"ascese","SU"
"asceta","SU"
"ascetismo","SU"
"asco","SU"
"ascética","AJ"
"ascéticas","AJ"
"ascético","AJ"
"ascéticos","AJ"
"ascórbico","SU"
"asfaltada","AJ"
"asfaltadas","AJ"
"asfaltado","AJ"
"asfaltados","AJ"
"asfaltamento","SU"
"asfalto","SU"
"asfixiador","SU"
"asfixiadora","SU"
"asfixiadoras","SU"
"asfixiadores","SU"
"asfixiante","SU"
"asilada","AJ"
"asiladas","AJ"
"asilado","AJ"
"asilados","AJ"
"asilo","SU"
"asiática","AJ"
"asiáticas","AJ"
"asiático","AJ"
"asiáticos","AJ"
"asma","SU"
"asmática","AJ"
"asmáticas","AJ"
"asmático","AJ"
"asmáticos","AJ"
"asneira","SU"
"asno","SU"
"aspa","SU"
"aspargo","SU"
"aspecto","SU"
"aspereza","SU"
"aspersão","SU"
"aspirador","SU"
"aspiradora","SU"
"aspiradoras","SU"
"aspiradores","SU"
"aspirante","SU"
"aspiração","SU"
"aspirações","SU"
"aspirina","SU"
"asquerosa","AJ"
"asquerosas","AJ"
"asqueroso","AJ"
"asquerosos","AJ"
"assada","AJ"
"assadas","AJ"
"assadeira","SU"
"assado","AJSU"
"assados","AJ"
"assadura","SU"
"assalariada","AJ"
"assalariadas","AJ"
"assalariado","AJ"
"assalariados","AJ"
"assaltada","AJ"
"assaltadas","AJ"
"assaltado","AJ"
"assaltados","AJ"
"assaltante","AJ"
"assalto","SU"
"assanhada","AJ"
"assanhadas","AJ"
"assanhado","AJ"
"assanhados","AJ"
"assanhamento","SU"
"assassina","AJ"
"assassinada","AJ"
"assassinadas","AJ"
"assassinado","AJ"
"assassinados","AJ"
"assassinas","AJ"
"assassinato","SU"
"assassino","AJ"
"assassinos","AJ"
"assassínio","SU"
"assaz","AV"
"asseada","AJ"
"asseadas","AJ"
"asseado","AJ"
"asseados","AJ"
"assecla","SU"
"assediada","AJ"
"assediadas","AJ"
"assediado","AJ"
"assediados","AJ"
"assegurada","AJ"
"asseguradas","AJ"
"assegurado","AJ"
"assegurados","AJ"
"assembléia","SU"
"assemelhada","AJ"
"assemelhadas","AJ"
"assemelhado","AJ"
"assemelhados","AJ"
"assentada","AJ"
"assentadas","AJ"
"assentado","AJ"
"assentados","AJ"
"assentamento","SU"
"assentimento","SU"
"assento","SU"
"assepsia","SU"
"asserção","SU"
"asserções","SU"
"assessor","SU"
"assessora","SU"
"assessoramento","SU"
"assessoras","SU"
"assessores","SU"
"assessoria","SU"
"assessória","AJ"
"assessórias","AJ"
"assessório","AJ"
"assessórios","AJ"
"assexuada","AJ"
"assexuadas","AJ"
"assexuado","AJ"
"assexuados","AJ"
"assiduidade","SU"
"assim","AVSU"
"assim como","AV"
"assim que","AV"
"assimetria","SU"
"assimilada","AJ"
"assimiladas","AJ"
"assimilado","AJ"
"assimilados","AJ"
"assimilativa","AJ"
"assimilativas","AJ"
"assimilativo","AJ"
"assimilativos","AJ"
"assimilação","SU"
"assimilações","SU"
"assimiláveis","AJ"
"assimilável","AJ"
"assimétrica","AJ"
"assimétricas","AJ"
"assimétrico","AJ"
"assimétricos","AJ"
"assinada","AJ"
"assinadas","AJ"
"assinado","AJ"
"assinados","AJ"
"assinante","SU"
"assinatura","SU"
"assindética","AJ"
"assindéticas","AJ"
"assindético","AJ"
"assindéticos","AJ"
"assintótica","SU"
"assintóticas","SU"
"assintótico","SU"
"assintóticos","SU"
"assináveis","AJ"
"assinável","AJ"
"assistenciais","AJ"
"assistencial","AJ"
"assistente","SU"
"assistida","AJ"
"assistidas","AJ"
"assistido","AJ"
"assistidos","AJ"
"assistência","SU"
"assoalho","SU"
"assobio","SU"
"associada","AJSU"
"associadas","AJSU"
"associado","AJSU"
"associados","AJSU"
"associativa","AJ"
"associativas","AJ"
"associativismo","SU"
"associativo","AJ"
"associativos","AJ"
"associação","SU"
"associações","SU"
"assomada","AJ"
"assomadas","AJ"
"assomado","AJ"
"assomados","AJ"
"assombrada","AJ"
"assombradas","AJ"
"assombrado","AJ"
"assombrados","AJ"
"assombramento","SU"
"assombração","SU"
"assombrações","SU"
"assombro","SU"
"assombrosa","AJ"
"assombrosas","AJ"
"assombroso","AJ"
"assombrosos","AJ"
"assomo","SU"
"assonância","SU"
"assoreamento","SU"
"assovio","SU"
"assumida","AJ"
"assumidas","AJ"
"assumido","AJ"
"assumidos","AJ"
"assunto","SU"
"assunção","SU"
"assunções","SU"
"assustada","AJ"
"assustadas","AJ"
"assustadiça","AJ"
"assustadiças","AJ"
"assustadiço","AJ"
"assustadiços","AJ"
"assustado","AJ"
"assustador","SU"
"assustadora","SU"
"assustadoras","SU"
"assustadores","SU"
"assustados","AJ"
"assédio","SU"
"asséptica","AJ"
"assépticas","AJ"
"asséptico","AJ"
"assépticos","AJ"
"assídua","AJ"
"assíduas","AJ"
"assíduo","AJ"
"assíduos","AJ"
"assíncrona","AJ"
"assíncronas","AJ"
"assíncrono","AJ"
"assíncronos","AJ"
"assíntota","SU"
"assíria","AJ"
"assírias","AJ"
"assírio","AJ"
"assírios","AJ"
"asteca","SU"
"asterisco","SU"
"asteróide","SU"
"astigmatismo","SU"
"astigmática","AJ"
"astigmáticas","AJ"
"astigmático","AJ"
"astral","SU"
"astro","SU"
"astrologia","SU"
"astrolábio","SU"
