"palavra","tipo"
"expatriarias","VB"
"expatriarmos","VB"
"expatriará","VB"
"expatriarás","VB"
"expatriarão","VB"
"expatriaríamo","VB"
"expatriaríeis","VB"
"expatrias","VB"
"expatriasse","VB"
"expatriassem","VB"
"expatriasses","VB"
"expatriaste","VB"
"expatriastes","VB"
"expatriava","VB"
"expatriavam","VB"
"expatriavas","VB"
"expatrie","VB"
"expatriei","VB"
"expatrieis","VB"
"expatriem","VB"
"expatriemos","VB"
"expatries","VB"
"expatrio","VB"
"expatriou","VB"
"expatriáramos","VB"
"expatriáreis","VB"
"expatriásseis","VB"
"expatriássemo","VB"
"expatriávamos","VB"
"expatriáveis","VB"
"expectora","VB"
"expectorado","VP"
"expectorai","VB"
"expectorais","VB"
"expectoram","VB"
"expectoramos","VB"
"expectorando","VB"
"expectorar","VB"
"expectorara","VB"
"expectoraram","VB"
"expectoraras","VB"
"expectorardes","VB"
"expectorarei","VB"
"expectorareis","VB"
"expectorarem","VB"
"expectoraremo","VB"
"expectorares","VB"
"expectoraria","VB"
"expectorariam","VB"
"expectorarias","VB"
"expectorarmos","VB"
"expectorará","VB"
"expectorarás","VB"
"expectorarão","VB"
"expectoraríam","VB"
"expectoraríei","VB"
"expectoras","VB"
"expectorasse","VB"
"expectorassem","VB"
"expectorasses","VB"
"expectoraste","VB"
"expectorastes","VB"
"expectorava","VB"
"expectoravam","VB"
"expectoravas","VB"
"expectore","VB"
"expectorei","VB"
"expectoreis","VB"
"expectorem","VB"
"expectoremos","VB"
"expectores","VB"
"expectoro","VB"
"expectorou","VB"
"expectoráramo","VB"
"expectoráreis","VB"
"expectorássei","VB"
"expectorássem","VB"
"expectorávamo","VB"
"expectoráveis","VB"
"expede","VB"
"expedem","VB"
"expedes","VB"
"expedi","VB"
"expedia","VB"
"expediam","VB"
"expedias","VB"
"expedido","VP"
"expedimos","VB"
"expedindo","VB"
"expedir","VB"
"expedira","VB"
"expediram","VB"
"expediras","VB"
"expedirdes","VB"
"expedirei","VB"
"expedireis","VB"
"expedirem","VB"
"expediremos","VB"
"expedires","VB"
"expediria","VB"
"expediriam","VB"
"expedirias","VB"
"expedirmos","VB"
"expedirá","VB"
"expedirás","VB"
"expedirão","VB"
"expediríamos","VB"
"expediríeis","VB"
"expedis","VB"
"expedisse","VB"
"expedissem","VB"
"expedisses","VB"
"expediste","VB"
"expedistes","VB"
"expediu","VB"
"expedíamos","VB"
"expedíeis","VB"
"expedíramos","VB"
"expedíreis","VB"
"expedísseis","VB"
"expedíssemos","VB"
"expela","VB"
"expelais","VB"
"expelam","VB"
"expelamos","VB"
"expelas","VB"
"expele","VB"
"expelem","VB"
"expeles","VB"
"expeli","VB"
"expelia","VB"
"expeliam","VB"
"expelias","VB"
"expelido","VP"
"expelimos","VB"
"expelindo","VB"
"expelir","VB"
"expelira","VB"
"expeliram","VB"
"expeliras","VB"
"expelirdes","VB"
"expelirei","VB"
"expelireis","VB"
"expelirem","VB"
"expeliremos","VB"
"expelires","VB"
"expeliria","VB"
"expeliriam","VB"
"expelirias","VB"
"expelirmos","VB"
"expelirá","VB"
"expelirás","VB"
"expelirão","VB"
"expeliríamos","VB"
"expeliríeis","VB"
"expelis","VB"
"expelisse","VB"
"expelissem","VB"
"expelisses","VB"
"expeliste","VB"
"expelistes","VB"
"expeliu","VB"
"expelo","VB"
"expelíamos","VB"
"expelíeis","VB"
"expelíramos","VB"
"expelíreis","VB"
"expelísseis","VB"
"expelíssemos","VB"
"experimenta","VB"
"experimentado","VB"
"experimentai","VB"
"experimentais","VB"
"experimentam","VB"
"experimentamo","VB"
"experimentand","VB"
"experimentar","VB"
"experimentara","VB"
"experimentard","VB"
"experimentare","VB"
"experimentari","VB"
"experimentarm","VB"
"experimentará","VB"
"experimentarã","VB"
"experimentarí","VB"
"experimentas","VB"
"experimentass","VB"
"experimentast","VB"
"experimentava","VB"
"experimente","VB"
"experimentei","VB"
"experimenteis","VB"
"experimentem","VB"
"experimentemo","VB"
"experimentes","VB"
"experimento","VB"
"experimentou","VB"
"experimentára","VB"
"experimentáre","VB"
"experimentáss","VB"
"experimentáva","VB"
"experimentáve","VB"
"expeça","VB"
"expeçais","VB"
"expeçam","VB"
"expeçamos","VB"
"expeças","VB"
"expeço","VB"
"expia","VB"
"expiado","VP"
"expiai","VB"
"expiais","VB"
"expiam","VB"
"expiamos","VB"
"expiando","VB"
"expiar","VB"
"expiara","VB"
"expiaram","VB"
"expiaras","VB"
"expiardes","VB"
"expiarei","VB"
"expiareis","VB"
"expiarem","VB"
"expiaremos","VB"
"expiares","VB"
"expiaria","VB"
"expiariam","VB"
"expiarias","VB"
"expiarmos","VB"
"expiará","VB"
"expiarás","VB"
"expiarão","VB"
"expiaríamos","VB"
"expiaríeis","VB"
"expias","VB"
"expiasse","VB"
"expiassem","VB"
"expiasses","VB"
"expiaste","VB"
"expiastes","VB"
"expiava","VB"
"expiavam","VB"
"expiavas","VB"
"expie","VB"
"expiei","VB"
"expieis","VB"
"expiem","VB"
"expiemos","VB"
"expies","VB"
"expio","VB"
"expiou","VB"
"expira","VB"
"expirado","VP"
"expirai","VB"
"expirais","VB"
"expiram","VB"
"expiramos","VB"
"expirando","VB"
"expirar","VB"
"expirara","VB"
"expiraram","VB"
"expiraras","VB"
"expirardes","VB"
"expirarei","VB"
"expirareis","VB"
"expirarem","VB"
"expiraremos","VB"
"expirares","VB"
"expiraria","VB"
"expirariam","VB"
"expirarias","VB"
"expirarmos","VB"
"expirará","VB"
"expirarás","VB"
"expirarão","VB"
"expiraríamos","VB"
"expiraríeis","VB"
"expiras","VB"
"expirasse","VB"
"expirassem","VB"
"expirasses","VB"
"expiraste","VB"
"expirastes","VB"
"expirava","VB"
"expiravam","VB"
"expiravas","VB"
"expire","VB"
"expirei","VB"
"expireis","VB"
"expirem","VB"
"expiremos","VB"
"expires","VB"
"expiro","VB"
"expirou","VB"
"expiráramos","VB"
"expiráreis","VB"
"expirásseis","VB"
"expirássemos","VB"
"expirávamos","VB"
"expiráveis","VB"
"expiáramos","VB"
"expiáreis","VB"
"expiásseis","VB"
"expiássemos","VB"
"expiávamos","VB"
"expiáveis","VB"
"explica","VB"
"explicado","VP"
"explicai","VB"
"explicais","VB"
"explicam","VB"
"explicamos","VB"
"explicando","VB"
"explicar","VB"
"explicara","VB"
"explicaram","VB"
"explicaras","VB"
"explicardes","VB"
"explicarei","VB"
"explicareis","VB"
"explicarem","VB"
"explicaremos","VB"
"explicares","VB"
"explicaria","VB"
"explicariam","VB"
"explicarias","VB"
"explicarmos","VB"
"explicará","VB"
"explicarás","VB"
"explicarão","VB"
"explicaríamos","VB"
"explicaríeis","VB"
"explicas","VB"
"explicasse","VB"
"explicassem","VB"
"explicasses","VB"
"explicaste","VB"
"explicastes","VB"
"explicava","VB"
"explicavam","VB"
"explicavas","VB"
"explicita","VB"
"explicitado","VP"
"explicitai","VB"
"explicitais","VB"
"explicitam","VB"
"explicitamos","VB"
"explicitando","VB"
"explicitar","VB"
"explicitara","VB"
"explicitaram","VB"
"explicitaras","VB"
"explicitardes","VB"
"explicitarei","VB"
"explicitareis","VB"
"explicitarem","VB"
"explicitaremo","VB"
"explicitares","VB"
"explicitaria","VB"
"explicitariam","VB"
"explicitarias","VB"
"explicitarmos","VB"
"explicitará","VB"
"explicitarás","VB"
"explicitarão","VB"
"explicitaríam","VB"
"explicitaríei","VB"
"explicitas","VB"
"explicitasse","VB"
"explicitassem","VB"
"explicitasses","VB"
"explicitaste","VB"
"explicitastes","VB"
"explicitava","VB"
"explicitavam","VB"
"explicitavas","VB"
"explicite","VB"
"explicitei","VB"
"expliciteis","VB"
"explicitem","VB"
"explicitemos","VB"
"explicites","VB"
"explicito","VB"
"explicitou","VB"
"explicitáramo","VB"
"explicitáreis","VB"
"explicitássei","VB"
"explicitássem","VB"
"explicitávamo","VB"
"explicitáveis","VB"
"explico","VB"
"explicou","VB"
"explicáramos","VB"
"explicáreis","VB"
"explicásseis","VB"
"explicássemos","VB"
"explicávamos","VB"
"explicáveis","VB"
"explique","VB"
"expliquei","VB"
"expliqueis","VB"
"expliquem","VB"
"expliquemos","VB"
"expliques","VB"
"explode","VB"
"explodem","VB"
"explodes","VB"
"explodi","VB"
"explodia","VB"
"explodiam","VB"
"explodias","VB"
"explodido","VP"
"explodimos","VB"
"explodindo","VB"
"explodir","VB"
"explodira","VB"
"explodiram","VB"
"explodiras","VB"
"explodirdes","VB"
"explodirei","VB"
"explodireis","VB"
"explodirem","VB"
"explodiremos","VB"
"explodires","VB"
"explodiria","VB"
"explodiriam","VB"
"explodirias","VB"
"explodirmos","VB"
"explodirá","VB"
"explodirás","VB"
"explodirão","VB"
"explodiríamos","VB"
"explodiríeis","VB"
"explodis","VB"
"explodisse","VB"
"explodissem","VB"
"explodisses","VB"
"explodiste","VB"
"explodistes","VB"
"explodiu","VB"
"explodíamos","VB"
"explodíeis","VB"
"explodíramos","VB"
"explodíreis","VB"
"explodísseis","VB"
"explodíssemos","VB"
"explora","VB"
"explorado","VP"
"explorai","VB"
"explorais","VB"
"exploram","VB"
"exploramos","VB"
"explorando","VB"
"explorar","VB"
"explorara","VB"
"exploraram","VB"
"exploraras","VB"
"explorardes","VB"
"explorarei","VB"
"explorareis","VB"
"explorarem","VB"
"exploraremos","VB"
"explorares","VB"
"exploraria","VB"
"explorariam","VB"
"explorarias","VB"
"explorarmos","VB"
"explorará","VB"
"explorarás","VB"
"explorarão","VB"
"exploraríamos","VB"
"exploraríeis","VB"
"exploras","VB"
"explorasse","VB"
"explorassem","VB"
"explorasses","VB"
"exploraste","VB"
"explorastes","VB"
"explorava","VB"
"exploravam","VB"
"exploravas","VB"
"explore","VB"
"explorei","VB"
"exploreis","VB"
"explorem","VB"
"exploremos","VB"
"explores","VB"
"exploro","VB"
"explorou","VB"
"exploráramos","VB"
"exploráreis","VB"
"explorásseis","VB"
"explorássemos","VB"
"explorávamos","VB"
"exploráveis","VB"
"expomos","VB"
"exponde","VB"
"expondes","VB"
"expondo","VB"
"exponha","VB"
"exponhais","VB"
"exponham","VB"
"exponhamos","VB"
"exponhas","VB"
"exponho","VB"
"expor","VB"
"expordes","VB"
"exporei","VB"
"exporeis","VB"
"exporem","VB"
"exporemos","VB"
"expores","VB"
"exporia","VB"
"exporiam","VB"
"exporias","VB"
"expormos","VB"
"exporta","VB"
"exportado","VP"
"exportai","VB"
"exportais","VB"
"exportam","VB"
"exportamos","VB"
"exportando","VB"
"exportar","VB"
"exportara","VB"
"exportaram","VB"
"exportaras","VB"
"exportardes","VB"
"exportarei","VB"
"exportareis","VB"
"exportarem","VB"
"exportaremos","VB"
"exportares","VB"
"exportaria","VB"
"exportariam","VB"
"exportarias","VB"
"exportarmos","VB"
"exportará","VB"
"exportarás","VB"
"exportarão","VB"
"exportaríamos","VB"
"exportaríeis","VB"
"exportas","VB"
"exportasse","VB"
"exportassem","VB"
"exportasses","VB"
"exportaste","VB"
"exportastes","VB"
"exportava","VB"
"exportavam","VB"
"exportavas","VB"
"exporte","VB"
"exportei","VB"
"exporteis","VB"
"exportem","VB"
"exportemos","VB"
"exportes","VB"
"exporto","VB"
"exportou","VB"
"exportáramos","VB"
"exportáreis","VB"
"exportásseis","VB"
"exportássemos","VB"
"exportávamos","VB"
"exportáveis","VB"
"exporá","VB"
"exporás","VB"
"exporão","VB"
"exporíamos","VB"
"exporíeis","VB"
"exposto","VP"
"expressa","VB"
"expressado","VP"
"expressai","VB"
"expressais","VB"
"expressam","VB"
"expressamos","VB"
"expressando","VB"
"expressar","VB"
"expressara","VB"
"expressaram","VB"
"expressaras","VB"
"expressardes","VB"
"expressarei","VB"
"expressareis","VB"
"expressarem","VB"
"expressaremos","VB"
"expressares","VB"
"expressaria","VB"
"expressariam","VB"
"expressarias","VB"
"expressarmos","VB"
"expressará","VB"
"expressarás","VB"
"expressarão","VB"
"expressaríamo","VB"
"expressaríeis","VB"
"expressas","VB"
"expressasse","VB"
"expressassem","VB"
"expressasses","VB"
"expressaste","VB"
"expressastes","VB"
"expressava","VB"
"expressavam","VB"
"expressavas","VB"
"expresse","VB"
"expressei","VB"
"expresseis","VB"
"expressem","VB"
"expressemos","VB"
"expresses","VB"
"expresso","VB"
"expressou","VB"
"expressáramos","VB"
"expressáreis","VB"
"expressásseis","VB"
"expressássemo","VB"
"expressávamos","VB"
"expressáveis","VB"
"exprima","VB"
"exprimais","VB"
"exprimam","VB"
"exprimamos","VB"
"exprimas","VB"
"exprime","VB"
"exprimem","VB"
"exprimes","VB"
"exprimi","VB"
"exprimia","VB"
"exprimiam","VB"
"exprimias","VB"
"exprimido","VP"
"exprimimos","VB"
"exprimindo","VB"
"exprimir","VB"
"exprimira","VB"
"exprimiram","VB"
"exprimiras","VB"
"exprimirdes","VB"
"exprimirei","VB"
"exprimireis","VB"
"exprimirem","VB"
"exprimiremos","VB"
"exprimires","VB"
"exprimiria","VB"
"exprimiriam","VB"
"exprimirias","VB"
"exprimirmos","VB"
"exprimirá","VB"
"exprimirás","VB"
"exprimirão","VB"
"exprimiríamos","VB"
"exprimiríeis","VB"
"exprimis","VB"
"exprimisse","VB"
"exprimissem","VB"
"exprimisses","VB"
"exprimiste","VB"
"exprimistes","VB"
"exprimiu","VB"
"exprimo","VB"
"exprimíamos","VB"
"exprimíeis","VB"
"exprimíramos","VB"
"exprimíreis","VB"
"exprimísseis","VB"
"exprimíssemos","VB"
"expropria","VB"
"expropriado","VP"
"expropriai","VB"
"expropriais","VB"
"expropriam","VB"
"expropriamos","VB"
"expropriando","VB"
"expropriar","VB"
"expropriara","VB"
"expropriaram","VB"
"expropriaras","VB"
"expropriardes","VB"
"expropriarei","VB"
"expropriareis","VB"
"expropriarem","VB"
"expropriaremo","VB"
"expropriares","VB"
"expropriaria","VB"
"expropriariam","VB"
"expropriarias","VB"
"expropriarmos","VB"
"expropriará","VB"
"expropriarás","VB"
"expropriarão","VB"
"expropriaríam","VB"
"expropriaríei","VB"
"exproprias","VB"
"expropriasse","VB"
"expropriassem","VB"
"expropriasses","VB"
"expropriaste","VB"
"expropriastes","VB"
"expropriava","VB"
"expropriavam","VB"
"expropriavas","VB"
"exproprie","VB"
"expropriei","VB"
"exproprieis","VB"
"expropriem","VB"
"expropriemos","VB"
"expropries","VB"
"exproprio","VB"
"expropriou","VB"
"expropriáramo","VB"
"expropriáreis","VB"
"expropriássei","VB"
"expropriássem","VB"
"expropriávamo","VB"
"expropriáveis","VB"
"expugna","VB"
"expugnado","VP"
"expugnai","VB"
"expugnais","VB"
"expugnam","VB"
"expugnamos","VB"
"expugnando","VB"
"expugnar","VB"
"expugnara","VB"
"expugnaram","VB"
"expugnaras","VB"
"expugnardes","VB"
"expugnarei","VB"
"expugnareis","VB"
"expugnarem","VB"
"expugnaremos","VB"
"expugnares","VB"
"expugnaria","VB"
"expugnariam","VB"
"expugnarias","VB"
"expugnarmos","VB"
"expugnará","VB"
"expugnarás","VB"
"expugnarão","VB"
"expugnaríamos","VB"
"expugnaríeis","VB"
"expugnas","VB"
"expugnasse","VB"
"expugnassem","VB"
"expugnasses","VB"
"expugnaste","VB"
"expugnastes","VB"
"expugnava","VB"
"expugnavam","VB"
"expugnavas","VB"
"expugne","VB"
"expugnei","VB"
"expugneis","VB"
"expugnem","VB"
"expugnemos","VB"
"expugnes","VB"
"expugno","VB"
"expugnou","VB"
"expugnáramos","VB"
"expugnáreis","VB"
"expugnásseis","VB"
"expugnássemos","VB"
"expugnávamos","VB"
"expugnáveis","VB"
"expulsa","VB"
"expulsado","VP"
"expulsai","VB"
"expulsais","VB"
"expulsam","VB"
"expulsamos","VB"
"expulsando","VB"
"expulsar","VB"
"expulsara","VB"
"expulsaram","VB"
"expulsaras","VB"
"expulsardes","VB"
"expulsarei","VB"
"expulsareis","VB"
"expulsarem","VB"
"expulsaremos","VB"
"expulsares","VB"
"expulsaria","VB"
"expulsariam","VB"
"expulsarias","VB"
"expulsarmos","VB"
"expulsará","VB"
"expulsarás","VB"
"expulsarão","VB"
"expulsaríamos","VB"
"expulsaríeis","VB"
"expulsas","VB"
"expulsasse","VB"
"expulsassem","VB"
"expulsasses","VB"
"expulsaste","VB"
"expulsastes","VB"
"expulsava","VB"
"expulsavam","VB"
"expulsavas","VB"
"expulse","VB"
"expulsei","VB"
"expulseis","VB"
"expulsem","VB"
"expulsemos","VB"
"expulses","VB"
"expulso","VB"
"expulsou","VB"
"expulsáramos","VB"
"expulsáreis","VB"
"expulsásseis","VB"
"expulsássemos","VB"
"expulsávamos","VB"
"expulsáveis","VB"
"expunha","VB"
"expunham","VB"
"expunhas","VB"
"expus","VB"
"expusemos","VB"
"expuser","VB"
"expusera","VB"
"expuseram","VB"
"expuseras","VB"
"expuserdes","VB"
"expuserem","VB"
"expuseres","VB"
"expusermos","VB"
"expusesse","VB"
"expusessem","VB"
"expusesses","VB"
"expuseste","VB"
"expusestes","VB"
"expuséramos","VB"
"expuséreis","VB"
"expusésseis","VB"
"expuséssemos","VB"
"expôs","VB"
"expõe","VB"
"expõem","VB"
"expões","VB"
"expúnhamos","VB"
"expúnheis","VB"
"exsuda","VB"
"exsudado","VP"
"exsudai","VB"
"exsudais","VB"
"exsudam","VB"
"exsudamos","VB"
"exsudando","VB"
"exsudar","VB"
"exsudara","VB"
"exsudaram","VB"
"exsudaras","VB"
"exsudardes","VB"
"exsudarei","VB"
"exsudareis","VB"
"exsudarem","VB"
"exsudaremos","VB"
"exsudares","VB"
"exsudaria","VB"
"exsudariam","VB"
"exsudarias","VB"
"exsudarmos","VB"
"exsudará","VB"
"exsudarás","VB"
"exsudarão","VB"
"exsudaríamos","VB"
"exsudaríeis","VB"
"exsudas","VB"
"exsudasse","VB"
"exsudassem","VB"
"exsudasses","VB"
"exsudaste","VB"
"exsudastes","VB"
"exsudava","VB"
"exsudavam","VB"
"exsudavas","VB"
"exsude","VB"
"exsudei","VB"
"exsudeis","VB"
"exsudem","VB"
"exsudemos","VB"
"exsudes","VB"
"exsudo","VB"
"exsudou","VB"
"exsudáramos","VB"
"exsudáreis","VB"
"exsudásseis","VB"
"exsudássemos","VB"
"exsudávamos","VB"
"exsudáveis","VB"
"extasia","VB"
"extasiado","VP"
"extasiai","VB"
"extasiais","VB"
"extasiam","VB"
"extasiamos","VB"
"extasiando","VB"
"extasiar","VB"
"extasiara","VB"
"extasiaram","VB"
"extasiaras","VB"
"extasiardes","VB"
"extasiarei","VB"
"extasiareis","VB"
"extasiarem","VB"
"extasiaremos","VB"
"extasiares","VB"
"extasiaria","VB"
"extasiariam","VB"
"extasiarias","VB"
"extasiarmos","VB"
"extasiará","VB"
"extasiarás","VB"
"extasiarão","VB"
"extasiaríamos","VB"
"extasiaríeis","VB"
"extasias","VB"
"extasiasse","VB"
"extasiassem","VB"
"extasiasses","VB"
"extasiaste","VB"
"extasiastes","VB"
"extasiava","VB"
"extasiavam","VB"
"extasiavas","VB"
"extasie","VB"
"extasiei","VB"
"extasieis","VB"
"extasiem","VB"
"extasiemos","VB"
"extasies","VB"
"extasio","VB"
"extasiou","VB"
"extasiáramos","VB"
"extasiáreis","VB"
"extasiásseis","VB"
"extasiássemos","VB"
"extasiávamos","VB"
"extasiáveis","VB"
"extenua","VB"
"extenuado","VP"
"extenuai","VB"
"extenuais","VB"
"extenuam","VB"
"extenuamos","VB"
"extenuando","VB"
"extenuar","VB"
"extenuara","VB"
"extenuaram","VB"
"extenuaras","VB"
"extenuardes","VB"
"extenuarei","VB"
"extenuareis","VB"
"extenuarem","VB"
"extenuaremos","VB"
"extenuares","VB"
"extenuaria","VB"
"extenuariam","VB"
"extenuarias","VB"
"extenuarmos","VB"
"extenuará","VB"
"extenuarás","VB"
"extenuarão","VB"
"extenuaríamos","VB"
"extenuaríeis","VB"
"extenuas","VB"
"extenuasse","VB"
"extenuassem","VB"
"extenuasses","VB"
"extenuaste","VB"
"extenuastes","VB"
"extenuava","VB"
"extenuavam","VB"
"extenuavas","VB"
"extenue","VB"
"extenuei","VB"
"extenueis","VB"
"extenuem","VB"
"extenuemos","VB"
"extenues","VB"
"extenuo","VB"
"extenuou","VB"
"extenuáramos","VB"
"extenuáreis","VB"
"extenuásseis","VB"
"extenuássemos","VB"
"extenuávamos","VB"
"extenuáveis","VB"
"exterioriza","VB"
"exteriorizado","VB"
"exteriorizai","VB"
"exteriorizais","VB"
"exteriorizam","VB"
"exteriorizamo","VB"
"exteriorizand","VB"
"exteriorizar","VB"
"exteriorizara","VB"
"exteriorizard","VB"
"exteriorizare","VB"
"exteriorizari","VB"
"exteriorizarm","VB"
"exteriorizará","VB"
"exteriorizarã","VB"
"exteriorizarí","VB"
"exteriorizas","VB"
"exteriorizass","VB"
"exteriorizast","VB"
"exteriorizava","VB"
"exteriorize","VB"
"exteriorizei","VB"
"exteriorizeis","VB"
"exteriorizem","VB"
"exteriorizemo","VB"
"exteriorizes","VB"
"exteriorizo","VB"
"exteriorizou","VB"
"exteriorizára","VB"
"exteriorizáre","VB"
"exteriorizáss","VB"
"exteriorizáva","VB"
"exteriorizáve","VB"
"extermina","VB"
"exterminado","VP"
"exterminai","VB"
"exterminais","VB"
"exterminam","VB"
"exterminamos","VB"
"exterminando","VB"
"exterminar","VB"
"exterminara","VB"
"exterminaram","VB"
"exterminaras","VB"
"exterminardes","VB"
"exterminarei","VB"
"exterminareis","VB"
"exterminarem","VB"
"exterminaremo","VB"
"exterminares","VB"
"exterminaria","VB"
"exterminariam","VB"
"exterminarias","VB"
"exterminarmos","VB"
"exterminará","VB"
"exterminarás","VB"
"exterminarão","VB"
"exterminaríam","VB"
"exterminaríei","VB"
"exterminas","VB"
"exterminasse","VB"
"exterminassem","VB"
"exterminasses","VB"
"exterminaste","VB"
"exterminastes","VB"
"exterminava","VB"
"exterminavam","VB"
"exterminavas","VB"
"extermine","VB"
"exterminei","VB"
"extermineis","VB"
"exterminem","VB"
"exterminemos","VB"
"extermines","VB"
"extermino","VB"
"exterminou","VB"
"extermináramo","VB"
"extermináreis","VB"
"exterminássei","VB"
"exterminássem","VB"
"exterminávamo","VB"
"extermináveis","VB"
"externa","VB"
"externado","VP"
"externai","VB"
"externais","VB"
"externam","VB"
"externamos","VB"
"externando","VB"
"externar","VB"
"externara","VB"
"externaram","VB"
"externaras","VB"
"externardes","VB"
"externarei","VB"
"externareis","VB"
"externarem","VB"
"externaremos","VB"
"externares","VB"
"externaria","VB"
"externariam","VB"
"externarias","VB"
"externarmos","VB"
"externará","VB"
"externarás","VB"
"externarão","VB"
"externaríamos","VB"
"externaríeis","VB"
"externas","VB"
"externasse","VB"
"externassem","VB"
"externasses","VB"
"externaste","VB"
"externastes","VB"
"externava","VB"
"externavam","VB"
"externavas","VB"
"externe","VB"
"externei","VB"
"externeis","VB"
"externem","VB"
"externemos","VB"
"externes","VB"
"externo","VB"
"externou","VB"
"externáramos","VB"
"externáreis","VB"
"externásseis","VB"
"externássemos","VB"
"externávamos","VB"
"externáveis","VB"
"extingo","VB"
"extingua","VB"
"extinguais","VB"
"extinguam","VB"
"extinguamos","VB"
"extinguas","VB"
"extingue","VB"
"extinguem","VB"
"extingues","VB"
"extingui","VB"
"extinguia","VB"
"extinguiam","VB"
"extinguias","VB"
"extinguido","VP"
"extinguimos","VB"
"extinguindo","VB"
"extinguir","VB"
"extinguira","VB"
"extinguiram","VB"
"extinguiras","VB"
"extinguirdes","VB"
"extinguirei","VB"
"extinguireis","VB"
"extinguirem","VB"
"extinguiremos","VB"
"extinguires","VB"
"extinguiria","VB"
"extinguiriam","VB"
"extinguirias","VB"
"extinguirmos","VB"
"extinguirá","VB"
"extinguirás","VB"
"extinguirão","VB"
"extinguiríamo","VB"
"extinguiríeis","VB"
"extinguis","VB"
"extinguisse","VB"
"extinguissem","VB"
"extinguisses","VB"
"extinguiste","VB"
"extinguistes","VB"
"extinguiu","VB"
"extinguíamos","VB"
"extinguíeis","VB"
"extinguíramos","VB"
"extinguíreis","VB"
"extinguísseis","VB"
"extinguíssemo","VB"
"extirpa","VB"
"extirpado","VP"
"extirpai","VB"
"extirpais","VB"
"extirpam","VB"
"extirpamos","VB"
"extirpando","VB"
"extirpar","VB"
"extirpara","VB"
"extirparam","VB"
"extirparas","VB"
"extirpardes","VB"
"extirparei","VB"
"extirpareis","VB"
"extirparem","VB"
"extirparemos","VB"
"extirpares","VB"
"extirparia","VB"
"extirpariam","VB"
"extirparias","VB"
"extirparmos","VB"
"extirpará","VB"
"extirparás","VB"
"extirparão","VB"
"extirparíamos","VB"
"extirparíeis","VB"
"extirpas","VB"
"extirpasse","VB"
"extirpassem","VB"
"extirpasses","VB"
"extirpaste","VB"
"extirpastes","VB"
"extirpava","VB"
"extirpavam","VB"
"extirpavas","VB"
"extirpe","VB"
"extirpei","VB"
"extirpeis","VB"
"extirpem","VB"
"extirpemos","VB"
"extirpes","VB"
"extirpo","VB"
"extirpou","VB"
"extirpáramos","VB"
"extirpáreis","VB"
"extirpásseis","VB"
"extirpássemos","VB"
"extirpávamos","VB"
"extirpáveis","VB"
"extorque","VB"
"extorquem","VB"
"extorques","VB"
"extorqui","VB"
"extorquia","VB"
"extorquiam","VB"
"extorquias","VB"
"extorquido","VP"
"extorquimos","VB"
"extorquindo","VB"
"extorquir","VB"
"extorquira","VB"
"extorquiram","VB"
"extorquiras","VB"
"extorquirdes","VB"
"extorquirei","VB"
"extorquireis","VB"
"extorquirem","VB"
"extorquiremos","VB"
"extorquires","VB"
"extorquiria","VB"
"extorquiriam","VB"
"extorquirias","VB"
"extorquirmos","VB"
"extorquirá","VB"
"extorquirás","VB"
"extorquirão","VB"
"extorquiríamo","VB"
"extorquiríeis","VB"
"extorquis","VB"
"extorquisse","VB"
"extorquissem","VB"
"extorquisses","VB"
"extorquiste","VB"
"extorquistes","VB"
"extorquiu","VB"
"extorquíamos","VB"
"extorquíeis","VB"
"extorquíramos","VB"
"extorquíreis","VB"
"extorquísseis","VB"
"extorquíssemo","VB"
"extradita","VB"
"extraditado","VP"
"extraditai","VB"
"extraditais","VB"
"extraditam","VB"
"extraditamos","VB"
"extraditando","VB"
"extraditar","VB"
"extraditara","VB"
"extraditaram","VB"
"extraditaras","VB"
"extraditardes","VB"
"extraditarei","VB"
"extraditareis","VB"
"extraditarem","VB"
"extraditaremo","VB"
"extraditares","VB"
"extraditaria","VB"
"extraditariam","VB"
"extraditarias","VB"
"extraditarmos","VB"
"extraditará","VB"
"extraditarás","VB"
"extraditarão","VB"
"extraditaríam","VB"
"extraditaríei","VB"
"extraditas","VB"
"extraditasse","VB"
"extraditassem","VB"
"extraditasses","VB"
"extraditaste","VB"
"extraditastes","VB"
"extraditava","VB"
"extraditavam","VB"
"extraditavas","VB"
"extradite","VB"
"extraditei","VB"
"extraditeis","VB"
"extraditem","VB"
"extraditemos","VB"
"extradites","VB"
"extradito","VB"
"extraditou","VB"
"extraditáramo","VB"
"extraditáreis","VB"
"extraditássei","VB"
"extraditássem","VB"
"extraditávamo","VB"
"extraditáveis","VB"
"extraem","VB"
"extrai","VB"
"extraia","VB"
"extraiais","VB"
"extraiam","VB"
"extraiamos","VB"
"extraias","VB"
"extraido","VP"
"extraindo","VB"
"extraio","VB"
"extrair","VB"
"extrairdes","VB"
"extrairei","VB"
"extraireis","VB"
"extrairemos","VB"
"extraires","VB"
"extrairia","VB"
"extrairiam","VB"
"extrairias","VB"
"extrairmos","VB"
"extrairá","VB"
"extrairás","VB"
"extrairão","VB"
"extrairíamos","VB"
"extrairíeis","VB"
"extrais","VB"
"extraiste","VB"
"extraiu","VB"
"extrapola","VB"
"extrapolado","VP"
"extrapolai","VB"
"extrapolais","VB"
"extrapolam","VB"
"extrapolamos","VB"
"extrapolando","VB"
"extrapolar","VB"
"extrapolara","VB"
