"palavra","tipo"
"coalescer","VB"
"coalescera","VB"
"coalesceram","VB"
"coalesceras","VB"
"coalescerdes","VB"
"coalescerei","VB"
"coalescereis","VB"
"coalescerem","VB"
"coalesceremos","VB"
"coalesceres","VB"
"coalesceria","VB"
"coalesceriam","VB"
"coalescerias","VB"
"coalescermos","VB"
"coalescerá","VB"
"coalescerás","VB"
"coalescerão","VB"
"coalesceríamo","VB"
"coalesceríeis","VB"
"coalesces","VB"
"coalescesse","VB"
"coalescessem","VB"
"coalescesses","VB"
"coalesceste","VB"
"coalescestes","VB"
"coalesceu","VB"
"coalesci","VB"
"coalescia","VB"
"coalesciam","VB"
"coalescias","VB"
"coalescido","VP"
"coalescêramos","VB"
"coalescêreis","VB"
"coalescêsseis","VB"
"coalescêssemo","VB"
"coalescíamos","VB"
"coalescíeis","VB"
"coalesça","VB"
"coalesçais","VB"
"coalesçam","VB"
"coalesçamos","VB"
"coalesças","VB"
"coalesço","VB"
"coalha","VB"
"coalhado","VP"
"coalhai","VB"
"coalhais","VB"
"coalham","VB"
"coalhamos","VB"
"coalhando","VB"
"coalhar","VB"
"coalhara","VB"
"coalharam","VB"
"coalharas","VB"
"coalhardes","VB"
"coalharei","VB"
"coalhareis","VB"
"coalharem","VB"
"coalharemos","VB"
"coalhares","VB"
"coalharia","VB"
"coalhariam","VB"
"coalharias","VB"
"coalharmos","VB"
"coalhará","VB"
"coalharás","VB"
"coalharão","VB"
"coalharíamos","VB"
"coalharíeis","VB"
"coalhas","VB"
"coalhasse","VB"
"coalhassem","VB"
"coalhasses","VB"
"coalhaste","VB"
"coalhastes","VB"
"coalhava","VB"
"coalhavam","VB"
"coalhavas","VB"
"coalhe","VB"
"coalhei","VB"
"coalheis","VB"
"coalhem","VB"
"coalhemos","VB"
"coalhes","VB"
"coalho","VB"
"coalhou","VB"
"coalháramos","VB"
"coalháreis","VB"
"coalhásseis","VB"
"coalhássemos","VB"
"coalhávamos","VB"
"coalháveis","VB"
"coam","VB"
"coamos","VB"
"coando","VB"
"coar","VB"
"coara","VB"
"coaram","VB"
"coaras","VB"
"coardes","VB"
"coarei","VB"
"coareis","VB"
"coarem","VB"
"coaremos","VB"
"coares","VB"
"coaria","VB"
"coariam","VB"
"coarias","VB"
"coarmos","VB"
"coará","VB"
"coarás","VB"
"coarão","VB"
"coaríamos","VB"
"coaríeis","VB"
"coas","VB"
"coasse","VB"
"coassem","VB"
"coasses","VB"
"coaste","VB"
"coastes","VB"
"coava","VB"
"coavam","VB"
"coavas","VB"
"coaxa","VB"
"coaxado","VP"
"coaxai","VB"
"coaxais","VB"
"coaxam","VB"
"coaxamos","VB"
"coaxando","VB"
"coaxar","VB"
"coaxara","VB"
"coaxaram","VB"
"coaxaras","VB"
"coaxardes","VB"
"coaxarei","VB"
"coaxareis","VB"
"coaxarem","VB"
"coaxaremos","VB"
"coaxares","VB"
"coaxaria","VB"
"coaxariam","VB"
"coaxarias","VB"
"coaxarmos","VB"
"coaxará","VB"
"coaxarás","VB"
"coaxarão","VB"
"coaxaríamos","VB"
"coaxaríeis","VB"
"coaxas","VB"
"coaxasse","VB"
"coaxassem","VB"
"coaxasses","VB"
"coaxaste","VB"
"coaxastes","VB"
"coaxava","VB"
"coaxavam","VB"
"coaxavas","VB"
"coaxe","VB"
"coaxei","VB"
"coaxeis","VB"
"coaxem","VB"
"coaxemos","VB"
"coaxes","VB"
"coaxo","VB"
"coaxou","VB"
"coaxáramos","VB"
"coaxáreis","VB"
"coaxásseis","VB"
"coaxássemos","VB"
"coaxávamos","VB"
"coaxáveis","VB"
"cobice","VB"
"cobicei","VB"
"cobiceis","VB"
"cobicem","VB"
"cobicemos","VB"
"cobices","VB"
"cobiça","VB"
"cobiçado","VP"
"cobiçai","VB"
"cobiçais","VB"
"cobiçam","VB"
"cobiçamos","VB"
"cobiçando","VB"
"cobiçar","VB"
"cobiçara","VB"
"cobiçaram","VB"
"cobiçaras","VB"
"cobiçardes","VB"
"cobiçarei","VB"
"cobiçareis","VB"
"cobiçarem","VB"
"cobiçaremos","VB"
"cobiçares","VB"
"cobiçaria","VB"
"cobiçariam","VB"
"cobiçarias","VB"
"cobiçarmos","VB"
"cobiçará","VB"
"cobiçarás","VB"
"cobiçarão","VB"
"cobiçaríamos","VB"
"cobiçaríeis","VB"
"cobiças","VB"
"cobiçasse","VB"
"cobiçassem","VB"
"cobiçasses","VB"
"cobiçaste","VB"
"cobiçastes","VB"
"cobiçava","VB"
"cobiçavam","VB"
"cobiçavas","VB"
"cobiço","VB"
"cobiçou","VB"
"cobiçáramos","VB"
"cobiçáreis","VB"
"cobiçásseis","VB"
"cobiçássemos","VB"
"cobiçávamos","VB"
"cobiçáveis","VB"
"cobra","VB"
"cobrado","VP"
"cobrai","VB"
"cobrais","VB"
"cobram","VB"
"cobramos","VB"
"cobrando","VB"
"cobrar","VB"
"cobrara","VB"
"cobraram","VB"
"cobraras","VB"
"cobrardes","VB"
"cobrarei","VB"
"cobrareis","VB"
"cobrarem","VB"
"cobraremos","VB"
"cobrares","VB"
"cobraria","VB"
"cobrariam","VB"
"cobrarias","VB"
"cobrarmos","VB"
"cobrará","VB"
"cobrarás","VB"
"cobrarão","VB"
"cobraríamos","VB"
"cobraríeis","VB"
"cobras","VB"
"cobrasse","VB"
"cobrassem","VB"
"cobrasses","VB"
"cobraste","VB"
"cobrastes","VB"
"cobrava","VB"
"cobravam","VB"
"cobravas","VB"
"cobre","VB"
"cobrei","VB"
"cobreis","VB"
"cobrem","VB"
"cobremos","VB"
"cobres","VB"
"cobri","VB"
"cobria","VB"
"cobriam","VB"
"cobrias","VB"
"cobrido","VP"
"cobrimos","VB"
"cobrindo","VB"
"cobrir","VB"
"cobrira","VB"
"cobriram","VB"
"cobriras","VB"
"cobrirdes","VB"
"cobrirei","VB"
"cobrireis","VB"
"cobrirem","VB"
"cobriremos","VB"
"cobrires","VB"
"cobriria","VB"
"cobririam","VB"
"cobririas","VB"
"cobrirmos","VB"
"cobrirá","VB"
"cobrirás","VB"
"cobrirão","VB"
"cobriríamos","VB"
"cobriríeis","VB"
"cobris","VB"
"cobrisse","VB"
"cobrissem","VB"
"cobrisses","VB"
"cobriste","VB"
"cobristes","VB"
"cobriu","VB"
"cobro","VB"
"cobrou","VB"
"cobráramos","VB"
"cobráreis","VB"
"cobrásseis","VB"
"cobrássemos","VB"
"cobrávamos","VB"
"cobráveis","VB"
"cobríamos","VB"
"cobríeis","VB"
"cobríramos","VB"
"cobríreis","VB"
"cobrísseis","VB"
"cobríssemos","VB"
"coce","VB"
"cocei","VB"
"coceis","VB"
"cocem","VB"
"cocemos","VB"
"coces","VB"
"cochicha","VB"
"cochichado","VP"
"cochichai","VB"
"cochichais","VB"
"cochicham","VB"
"cochichamos","VB"
"cochichando","VB"
"cochichar","VB"
"cochichara","VB"
"cochicharam","VB"
"cochicharas","VB"
"cochichardes","VB"
"cochicharei","VB"
"cochichareis","VB"
"cochicharem","VB"
"cochicharemos","VB"
"cochichares","VB"
"cochicharia","VB"
"cochichariam","VB"
"cochicharias","VB"
"cochicharmos","VB"
"cochichará","VB"
"cochicharás","VB"
"cochicharão","VB"
"cochicharíamo","VB"
"cochicharíeis","VB"
"cochichas","VB"
"cochichasse","VB"
"cochichassem","VB"
"cochichasses","VB"
"cochichaste","VB"
"cochichastes","VB"
"cochichava","VB"
"cochichavam","VB"
"cochichavas","VB"
"cochiche","VB"
"cochichei","VB"
"cochicheis","VB"
"cochichem","VB"
"cochichemos","VB"
"cochiches","VB"
"cochicho","VB"
"cochichou","VB"
"cochicháramos","VB"
"cochicháreis","VB"
"cochichásseis","VB"
"cochichássemo","VB"
"cochichávamos","VB"
"cochicháveis","VB"
"cochila","VB"
"cochilado","VP"
"cochilai","VB"
"cochilais","VB"
"cochilam","VB"
"cochilamos","VB"
"cochilando","VB"
"cochilar","VB"
"cochilara","VB"
"cochilaram","VB"
"cochilaras","VB"
"cochilardes","VB"
"cochilarei","VB"
"cochilareis","VB"
"cochilarem","VB"
"cochilaremos","VB"
"cochilares","VB"
"cochilaria","VB"
"cochilariam","VB"
"cochilarias","VB"
"cochilarmos","VB"
"cochilará","VB"
"cochilarás","VB"
"cochilarão","VB"
"cochilaríamos","VB"
"cochilaríeis","VB"
"cochilas","VB"
"cochilasse","VB"
"cochilassem","VB"
"cochilasses","VB"
"cochilaste","VB"
"cochilastes","VB"
"cochilava","VB"
"cochilavam","VB"
"cochilavas","VB"
"cochile","VB"
"cochilei","VB"
"cochileis","VB"
"cochilem","VB"
"cochilemos","VB"
"cochiles","VB"
"cochilo","VB"
"cochilou","VB"
"cochiláramos","VB"
"cochiláreis","VB"
"cochilásseis","VB"
"cochilássemos","VB"
"cochilávamos","VB"
"cochiláveis","VB"
"cocorica","VB"
"cocoricado","VP"
"cocoricai","VB"
"cocoricais","VB"
"cocoricam","VB"
"cocoricamos","VB"
"cocoricando","VB"
"cocoricar","VB"
"cocoricara","VB"
"cocoricaram","VB"
"cocoricaras","VB"
"cocoricardes","VB"
"cocoricarei","VB"
"cocoricareis","VB"
"cocoricarem","VB"
"cocoricaremos","VB"
"cocoricares","VB"
"cocoricaria","VB"
"cocoricariam","VB"
"cocoricarias","VB"
"cocoricarmos","VB"
"cocoricará","VB"
"cocoricarás","VB"
"cocoricarão","VB"
"cocoricaríamo","VB"
"cocoricaríeis","VB"
"cocoricas","VB"
"cocoricasse","VB"
"cocoricassem","VB"
"cocoricasses","VB"
"cocoricaste","VB"
"cocoricastes","VB"
"cocoricava","VB"
"cocoricavam","VB"
"cocoricavas","VB"
"cocorico","VB"
"cocoricou","VB"
"cocoricáramos","VB"
"cocoricáreis","VB"
"cocoricásseis","VB"
"cocoricássemo","VB"
"cocoricávamos","VB"
"cocoricáveis","VB"
"cocorique","VB"
"cocoriquei","VB"
"cocoriqueis","VB"
"cocoriquem","VB"
"cocoriquemos","VB"
"cocoriques","VB"
"codifica","VB"
"codificado","VP"
"codificai","VB"
"codificais","VB"
"codificam","VB"
"codificamos","VB"
"codificando","VB"
"codificar","VB"
"codificara","VB"
"codificaram","VB"
"codificaras","VB"
"codificardes","VB"
"codificarei","VB"
"codificareis","VB"
"codificarem","VB"
"codificaremos","VB"
"codificares","VB"
"codificaria","VB"
"codificariam","VB"
"codificarias","VB"
"codificarmos","VB"
"codificará","VB"
"codificarás","VB"
"codificarão","VB"
"codificaríamo","VB"
"codificaríeis","VB"
"codificas","VB"
"codificasse","VB"
"codificassem","VB"
"codificasses","VB"
"codificaste","VB"
"codificastes","VB"
"codificava","VB"
"codificavam","VB"
"codificavas","VB"
"codifico","VB"
"codificou","VB"
"codificáramos","VB"
"codificáreis","VB"
"codificásseis","VB"
"codificássemo","VB"
"codificávamos","VB"
"codificáveis","VB"
"codifique","VB"
"codifiquei","VB"
"codifiqueis","VB"
"codifiquem","VB"
"codifiquemos","VB"
"codifiques","VB"
"coe","VB"
"coege","VB"
"coegem","VB"
"coeges","VB"
"coei","VB"
"coeis","VB"
"coem","VB"
"coemos","VB"
"coes","VB"
"coexista","VB"
"coexistais","VB"
"coexistam","VB"
"coexistamos","VB"
"coexistas","VB"
"coexiste","VB"
"coexistem","VB"
"coexistes","VB"
"coexisti","VB"
"coexistia","VB"
"coexistiam","VB"
"coexistias","VB"
"coexistido","VP"
"coexistimos","VB"
"coexistindo","VB"
"coexistir","VB"
"coexistira","VB"
"coexistiram","VB"
"coexistiras","VB"
"coexistirdes","VB"
"coexistirei","VB"
"coexistireis","VB"
"coexistirem","VB"
"coexistiremos","VB"
"coexistires","VB"
"coexistiria","VB"
"coexistiriam","VB"
"coexistirias","VB"
"coexistirmos","VB"
"coexistirá","VB"
"coexistirás","VB"
"coexistirão","VB"
"coexistiríamo","VB"
"coexistiríeis","VB"
"coexistis","VB"
"coexistisse","VB"
"coexistissem","VB"
"coexistisses","VB"
"coexististe","VB"
"coexististes","VB"
"coexistiu","VB"
"coexisto","VB"
"coexistíamos","VB"
"coexistíeis","VB"
"coexistíramos","VB"
"coexistíreis","VB"
"coexistísseis","VB"
"coexistíssemo","VB"
"cogela","VB"
"cogelado","VP"
"cogelai","VB"
"cogelais","VB"
"cogelam","VB"
"cogelamos","VB"
"cogelando","VB"
"cogelar","VB"
"cogelara","VB"
"cogelaram","VB"
"cogelaras","VB"
"cogelardes","VB"
"cogelarei","VB"
"cogelareis","VB"
"cogelarem","VB"
"cogelaremos","VB"
"cogelares","VB"
"cogelaria","VB"
"cogelariam","VB"
"cogelarias","VB"
"cogelarmos","VB"
"cogelará","VB"
"cogelarás","VB"
"cogelarão","VB"
"cogelaríamos","VB"
"cogelaríeis","VB"
"cogelas","VB"
"cogelasse","VB"
"cogelassem","VB"
"cogelasses","VB"
"cogelaste","VB"
"cogelastes","VB"
"cogelava","VB"
"cogelavam","VB"
"cogelavas","VB"
"cogele","VB"
"cogelei","VB"
"cogeleis","VB"
"cogelem","VB"
"cogelemos","VB"
"cogeles","VB"
"cogelo","VB"
"cogelou","VB"
"cogeláramos","VB"
"cogeláreis","VB"
"cogelásseis","VB"
"cogelássemos","VB"
"cogelávamos","VB"
"cogeláveis","VB"
"cogita","VB"
"cogitado","VP"
"cogitai","VB"
"cogitais","VB"
"cogitam","VB"
"cogitamos","VB"
"cogitando","VB"
"cogitar","VB"
"cogitara","VB"
"cogitaram","VB"
"cogitaras","VB"
"cogitardes","VB"
"cogitarei","VB"
"cogitareis","VB"
"cogitarem","VB"
"cogitaremos","VB"
"cogitares","VB"
"cogitaria","VB"
"cogitariam","VB"
"cogitarias","VB"
"cogitarmos","VB"
"cogitará","VB"
"cogitarás","VB"
"cogitarão","VB"
"cogitaríamos","VB"
"cogitaríeis","VB"
"cogitas","VB"
"cogitasse","VB"
"cogitassem","VB"
"cogitasses","VB"
"cogitaste","VB"
"cogitastes","VB"
"cogitava","VB"
"cogitavam","VB"
"cogitavas","VB"
"cogite","VB"
"cogitei","VB"
"cogiteis","VB"
"cogitem","VB"
"cogitemos","VB"
"cogites","VB"
"cogito","VB"
"cogitou","VB"
"cogitáramos","VB"
"cogitáreis","VB"
"cogitásseis","VB"
"cogitássemos","VB"
"cogitávamos","VB"
"cogitáveis","VB"
"coiba","VB"
"coibais","VB"
"coibam","VB"
"coibamos","VB"
"coibas","VB"
"coibe","VB"
"coibem","VB"
"coibes","VB"
"coibi","VB"
"coibia","VB"
"coibiam","VB"
"coibias","VB"
"coibido","VP"
"coibimos","VB"
"coibindo","VB"
"coibir","VB"
"coibira","VB"
"coibiram","VB"
"coibiras","VB"
"coibirdes","VB"
"coibirei","VB"
"coibireis","VB"
"coibirem","VB"
"coibiremos","VB"
"coibires","VB"
"coibiria","VB"
"coibiriam","VB"
"coibirias","VB"
"coibirmos","VB"
"coibirá","VB"
"coibirás","VB"
"coibirão","VB"
"coibiríamos","VB"
"coibiríeis","VB"
"coibis","VB"
"coibisse","VB"
"coibissem","VB"
"coibisses","VB"
"coibiste","VB"
"coibistes","VB"
"coibiu","VB"
"coibo","VB"
"coibíamos","VB"
"coibíeis","VB"
"coibíramos","VB"
"coibíreis","VB"
"coibísseis","VB"
"coibíssemos","VB"
"coincida","VB"
"coincidais","VB"
"coincidam","VB"
"coincidamos","VB"
"coincidas","VB"
"coincide","VB"
"coincidem","VB"
"coincides","VB"
"coincidi","VB"
"coincidia","VB"
"coincidiam","VB"
"coincidias","VB"
"coincidido","VP"
"coincidimos","VB"
"coincidindo","VB"
"coincidir","VB"
"coincidira","VB"
"coincidiram","VB"
"coincidiras","VB"
"coincidirdes","VB"
"coincidirei","VB"
"coincidireis","VB"
"coincidirem","VB"
"coincidiremos","VB"
"coincidires","VB"
"coincidiria","VB"
"coincidiriam","VB"
"coincidirias","VB"
"coincidirmos","VB"
"coincidirá","VB"
"coincidirás","VB"
"coincidirão","VB"
"coincidiríamo","VB"
"coincidiríeis","VB"
"coincidis","VB"
"coincidisse","VB"
"coincidissem","VB"
"coincidisses","VB"
"coincidiste","VB"
"coincidistes","VB"
"coincidiu","VB"
"coincido","VB"
"coincidíamos","VB"
"coincidíeis","VB"
"coincidíramos","VB"
"coincidíreis","VB"
"coincidísseis","VB"
"coincidíssemo","VB"
"cola","VB"
"colabora","VB"
"colaborado","VP"
"colaborai","VB"
"colaborais","VB"
"colaboram","VB"
"colaboramos","VB"
"colaborando","VB"
"colaborar","VB"
"colaborara","VB"
"colaboraram","VB"
"colaboraras","VB"
"colaborardes","VB"
"colaborarei","VB"
"colaborareis","VB"
"colaborarem","VB"
"colaboraremos","VB"
"colaborares","VB"
"colaboraria","VB"
"colaborariam","VB"
"colaborarias","VB"
"colaborarmos","VB"
"colaborará","VB"
"colaborarás","VB"
"colaborarão","VB"
"colaboraríamo","VB"
"colaboraríeis","VB"
"colaboras","VB"
"colaborasse","VB"
"colaborassem","VB"
"colaborasses","VB"
"colaboraste","VB"
"colaborastes","VB"
"colaborava","VB"
"colaboravam","VB"
"colaboravas","VB"
"colabore","VB"
"colaborei","VB"
"colaboreis","VB"
"colaborem","VB"
"colaboremos","VB"
"colabores","VB"
"colaboro","VB"
"colaborou","VB"
"colaboráramos","VB"
"colaboráreis","VB"
"colaborásseis","VB"
"colaborássemo","VB"
"colaborávamos","VB"
"colaboráveis","VB"
"colado","VP"
"colai","VB"
"colais","VB"
"colam","VB"
"colamos","VB"
"colando","VB"
"colar","VB"
"colara","VB"
"colaram","VB"
"colaras","VB"
"colardes","VB"
"colarei","VB"
"colareis","VB"
"colarem","VB"
"colaremos","VB"
"colares","VB"
"colaria","VB"
"colariam","VB"
"colarias","VB"
"colarmos","VB"
"colará","VB"
"colarás","VB"
"colarão","VB"
"colaríamos","VB"
"colaríeis","VB"
"colas","VB"
"colasse","VB"
"colassem","VB"
"colasses","VB"
"colaste","VB"
"colastes","VB"
"colava","VB"
"colavam","VB"
"colavas","VB"
"cole","VB"
"coleciona","VB"
"colecionado","VP"
"colecionai","VB"
"colecionais","VB"
"colecionam","VB"
"colecionamos","VB"
"colecionando","VB"
"colecionar","VB"
"colecionara","VB"
"colecionaram","VB"
"colecionaras","VB"
"colecionardes","VB"
"colecionarei","VB"
"colecionareis","VB"
"colecionarem","VB"
"colecionaremo","VB"
"colecionares","VB"
"colecionaria","VB"
"colecionariam","VB"
"colecionarias","VB"
"colecionarmos","VB"
"colecionará","VB"
"colecionarás","VB"
"colecionarão","VB"
"colecionaríam","VB"
"colecionaríei","VB"
"colecionas","VB"
"colecionasse","VB"
"colecionassem","VB"
"colecionasses","VB"
"colecionaste","VB"
"colecionastes","VB"
"colecionava","VB"
"colecionavam","VB"
"colecionavas","VB"
"colecione","VB"
"colecionei","VB"
"colecioneis","VB"
"colecionem","VB"
"colecionemos","VB"
"coleciones","VB"
"coleciono","VB"
"colecionou","VB"
"colecionáramo","VB"
"colecionáreis","VB"
"colecionássei","VB"
"colecionássem","VB"
"colecionávamo","VB"
"colecionáveis","VB"
"colei","VB"
"coleis","VB"
"colem","VB"
"colemos","VB"
"coles","VB"
"coleta","VB"
"coletado","VP"
"coletai","VB"
"coletais","VB"
"coletam","VB"
"coletamos","VB"
"coletando","VB"
"coletar","VB"
"coletara","VB"
"coletaram","VB"
"coletaras","VB"
"coletardes","VB"
"coletarei","VB"
"coletareis","VB"
"coletarem","VB"
"coletaremos","VB"
"coletares","VB"
"coletaria","VB"
"coletariam","VB"
"coletarias","VB"
"coletarmos","VB"
"coletará","VB"
"coletarás","VB"
"coletarão","VB"
"coletaríamos","VB"
"coletaríeis","VB"
"coletas","VB"
"coletasse","VB"
"coletassem","VB"
"coletasses","VB"
"coletaste","VB"
"coletastes","VB"
"coletava","VB"
"coletavam","VB"
"coletavas","VB"
"colete","VB"
"coletei","VB"
"coleteis","VB"
"coletem","VB"
"coletemos","VB"
"coletes","VB"
"coletiviza","VB"
"coletivizado","VP"
"coletivizai","VB"
"coletivizais","VB"
"coletivizam","VB"
"coletivizamos","VB"
"coletivizando","VB"
"coletivizar","VB"
"coletivizara","VB"
"coletivizaram","VB"
"coletivizaras","VB"
"coletivizarde","VB"
"coletivizarei","VB"
"coletivizarem","VB"
"coletivizares","VB"
"coletivizaria","VB"
"coletivizarmo","VB"
"coletivizará","VB"
"coletivizarás","VB"
"coletivizarão","VB"
"coletivizaría","VB"
"coletivizaríe","VB"
"coletivizas","VB"
"coletivizasse","VB"
"coletivizaste","VB"
"coletivizava","VB"
"coletivizavam","VB"
"coletivizavas","VB"
"coletivize","VB"
"coletivizei","VB"
"coletivizeis","VB"
"coletivizem","VB"
"coletivizemos","VB"
"coletivizes","VB"
"coletivizo","VB"
"coletivizou","VB"
"coletivizáram","VB"
"coletivizárei","VB"
"coletivizásse","VB"
"coletivizávam","VB"
"coletivizávei","VB"
"coleto","VB"
"coletou","VB"
"coletáramos","VB"
"coletáreis","VB"
"coletásseis","VB"
"coletássemos","VB"
"coletávamos","VB"
"coletáveis","VB"
"colha","VB"
"colhais","VB"
"colham","VB"
"colhamos","VB"
"colhas","VB"
"colhe","VB"
"colhei","VB"
"colheis","VB"
"colhem","VB"
"colhemos","VB"
"colhendo","VB"
"colher","VB"
"colhera","VB"
"colheram","VB"
"colheras","VB"
"colherdes","VB"
"colherei","VB"
"colhereis","VB"
"colherem","VB"
"colheremos","VB"
"colheres","VB"
"colheria","VB"
"colheriam","VB"
"colherias","VB"
"colhermos","VB"
"colherá","VB"
"colherás","VB"
"colherão","VB"
"colheríamos","VB"
"colheríeis","VB"
"colhes","VB"
"colhesse","VB"
"colhessem","VB"
"colhesses","VB"
"colheste","VB"
"colhestes","VB"
"colheu","VB"
"colhi","VB"
"colhia","VB"
"colhiam","VB"
"colhias","VB"
"colhido","VP"
"colho","VB"
"colhêramos","VB"
"colhêreis","VB"
"colhêsseis","VB"
"colhêssemos","VB"
"colhíamos","VB"
"colhíeis","VB"
"colida","VB"
"colidais","VB"
"colidam","VB"
"colidamos","VB"
"colidas","VB"
"colide","VB"
"colidem","VB"
"colides","VB"
"colidi","VB"
"colidia","VB"
"colidiam","VB"
"colidias","VB"
"colidido","VP"
"colidimos","VB"
"colidindo","VB"
"colidir","VB"
"colidira","VB"
"colidiram","VB"
"colidiras","VB"
"colidirdes","VB"
"colidirei","VB"
"colidireis","VB"
"colidirem","VB"
"colidiremos","VB"
"colidires","VB"
"colidiria","VB"
"colidiriam","VB"
"colidirias","VB"
"colidirmos","VB"
"colidirá","VB"
"colidirás","VB"
"colidirão","VB"
"colidiríamos","VB"
"colidiríeis","VB"
"colidis","VB"
"colidisse","VB"
"colidissem","VB"
"colidisses","VB"
"colidiste","VB"
"colidistes","VB"
"colidiu","VB"
"colido","VB"
"colidíamos","VB"
"colidíeis","VB"
"colidíramos","VB"
"colidíreis","VB"
"colidísseis","VB"
"colidíssemos","VB"
"colo","VB"
"coloca","VB"
"colocado","VP"
"colocai","VB"
"colocais","VB"
"colocam","VB"
"colocamos","VB"
"colocando","VB"
"colocar","VB"
"colocara","VB"
"colocaram","VB"
"colocaras","VB"
"colocardes","VB"
"colocarei","VB"
"colocareis","VB"
"colocarem","VB"
"colocaremos","VB"
"colocares","VB"
"colocaria","VB"
"colocariam","VB"
"colocarias","VB"
"colocarmos","VB"
"colocará","VB"
"colocarás","VB"
"colocarão","VB"
"colocaríamos","VB"
"colocaríeis","VB"
"colocas","VB"
"colocasse","VB"
"colocassem","VB"
"colocasses","VB"
"colocaste","VB"
"colocastes","VB"
"colocava","VB"
"colocavam","VB"
"colocavas","VB"
"coloco","VB"
"colocou","VB"
"colocáramos","VB"
"colocáreis","VB"
"colocásseis","VB"
"colocássemos","VB"
"colocávamos","VB"
"colocáveis","VB"
"coloniza","VB"
"colonizado","VP"
"colonizai","VB"
"colonizais","VB"
"colonizam","VB"
"colonizamos","VB"
"colonizando","VB"
"colonizar","VB"
"colonizara","VB"
"colonizaram","VB"
"colonizaras","VB"
"colonizardes","VB"
"colonizarei","VB"
"colonizareis","VB"
"colonizarem","VB"
"colonizaremos","VB"
"colonizares","VB"
"colonizaria","VB"
"colonizariam","VB"
"colonizarias","VB"
"colonizarmos","VB"
"colonizará","VB"
"colonizarás","VB"
"colonizarão","VB"
"colonizaríamo","VB"
"colonizaríeis","VB"
"colonizas","VB"
"colonizasse","VB"
"colonizassem","VB"
"colonizasses","VB"
"colonizaste","VB"
"colonizastes","VB"
"colonizava","VB"
"colonizavam","VB"
"colonizavas","VB"
"colonize","VB"
"colonizei","VB"
"colonizeis","VB"
"colonizem","VB"
"colonizemos","VB"
"colonizes","VB"
"colonizo","VB"
"colonizou","VB"
"colonizáramos","VB"
"colonizáreis","VB"
"colonizásseis","VB"
"colonizássemo","VB"
"colonizávamos","VB"
"colonizáveis","VB"
"coloque","VB"
"coloquei","VB"
"coloqueis","VB"
"coloquem","VB"
"coloquemos","VB"
"coloques","VB"
"colore","VB"
"colorem","VB"
"colores","VB"
"colori","VB"
"coloria","VB"
"coloriam","VB"
"colorias","VB"
"colorido","VP"
"colorimos","VB"
"colorindo","VB"
"colorir","VB"
"colorira","VB"
"coloriram","VB"
"coloriras","VB"
"colorirdes","VB"
"colorirei","VB"
"colorireis","VB"
"colorirem","VB"
"coloriremos","VB"
"colorires","VB"
"coloriria","VB"
"coloririam","VB"
"coloririas","VB"
"colorirmos","VB"
"colorirá","VB"
"colorirás","VB"
"colorirão","VB"
"coloriríamos","VB"
"coloriríeis","VB"
"coloris","VB"
"colorisse","VB"
"colorissem","VB"
"colorisses","VB"
"coloriste","VB"
"coloristes","VB"
"coloriu","VB"
"coloríamos","VB"
"coloríeis","VB"
"coloríramos","VB"
"coloríreis","VB"
"colorísseis","VB"
"coloríssemos","VB"
"colou","VB"
"coláramos","VB"
"coláreis","VB"
"colásseis","VB"
"colássemos","VB"
"colávamos","VB"
"coláveis","VB"
"coma","VB"
"comais","VB"
"comam","VB"
"comamos","VB"
"comanda","VB"
"comandado","VP"
"comandai","VB"
"comandais","VB"
"comandam","VB"
"comandamos","VB"
"comandando","VB"
"comandar","VB"
"comandara","VB"
"comandaram","VB"
"comandaras","VB"
"comandardes","VB"
"comandarei","VB"
"comandareis","VB"
"comandarem","VB"
"comandaremos","VB"
"comandares","VB"
"comandaria","VB"
"comandariam","VB"
"comandarias","VB"
"comandarmos","VB"
"comandará","VB"
"comandarás","VB"
"comandarão","VB"
"comandaríamos","VB"
"comandaríeis","VB"
"comandas","VB"
"comandasse","VB"
"comandassem","VB"
"comandasses","VB"
"comandaste","VB"
"comandastes","VB"
"comandava","VB"
"comandavam","VB"
"comandavas","VB"
"comande","VB"
"comandei","VB"
"comandeis","VB"
"comandem","VB"
"comandemos","VB"
"comandes","VB"
"comando","VB"
"comandou","VB"
"comandáramos","VB"
"comandáreis","VB"
"comandásseis","VB"
"comandássemos","VB"
"comandávamos","VB"
"comandáveis","VB"
"comas","VB"
"combali","VB"
"combalia","VB"
"combaliam","VB"
"combalias","VB"
"combalido","VP"
"combalimos","VB"
"combalindo","VB"
"combalir","VB"
"combalira","VB"
"combaliram","VB"
"combaliras","VB"
"combalirdes","VB"
"combalirei","VB"
"combalireis","VB"
"combalirem","VB"
"combaliremos","VB"
"combalires","VB"
"combaliria","VB"
"combaliriam","VB"
"combalirias","VB"
"combalirmos","VB"
"combalirá","VB"
"combalirás","VB"
"combalirão","VB"
"combaliríamos","VB"
"combaliríeis","VB"
"combalis","VB"
"combalisse","VB"
"combalissem","VB"
"combalisses","VB"
"combaliste","VB"
"combalistes","VB"
"combaliu","VB"
"combalíamos","VB"
"combalíeis","VB"
"combalíramos","VB"
"combalíreis","VB"
"combalísseis","VB"
"combalíssemos","VB"
"combata","VB"
"combatado","VP"
"combatai","VB"
"combatais","VB"
"combatam","VB"
"combatamos","VB"
"combatando","VB"
"combatar","VB"
"combatara","VB"
